HASH,question,what
3d8536e5211237e38feab6d3ff7f5f12,淋巴瘤何时看中医,2
31e6436a17c04f6f90b66856ebc71a10,先天性骨瘤能医好吗?,3
d4586f91e1314a9f4e2686a5af8236eb,肝癌晚期问题,3
01d4e5162ef813240c436060d99f5562,得了肝癌能好吗?,3
dcb20afd4e5ae0005353901620188c1e,中医对于膀胱癌晚期的治疗有效果吗_膀胱癌,2
e723f3234d4b7a9ce37530bf5c2ca3f8,肺腺癌和肺鳞癌的区别都有哪些方面？,3
7af24ad37ae09e04fde39f45c56caa7e,恶性淋巴瘤早期症状怎么治疗？,3
42a389725cf6333b2e93a0d3b0650da9,乳腺癌能治愈吗？,3
1674593bc063a577d711b12aeb53e75a,新疆医科大研究生 耳鼻咽喉疾病头颈部肿瘤的临床研究方向和导师怎么样。谢谢大家为我解惑。1426307246@qq.com,6
946947a17e2868d70ee5f18a6225310f,膀胱癌患者手术前吃什么好？,2
ffd6aafaa8b07f252b9b6a88e264b371,基底细胞癌 右面部基底细胞癌已切除，是否做放疗？,2
2331c7c788ec2c921a2a843867afa680,肺癌是否会遗传？,3
1fedf563d800b5f54e6b67c21a66acc7,做什么检查能知道患淋巴癌,3
0e477b02056e3194fa7a86c7a851ef24,宫颈非角化性鳞状细胞癌怎么治疗　,2
87cff05cda50d3ea036e0a43ee22d84d,蚊蚊儿长脂肪瘤咯~~！！,2
8f7b9fdfa68fe7c3c25d8c9c535f34ed,微小乳头癌,3
b5cd5446c480cd002e022f9dc91c2a16,肝癌的中期,2
691fdd6027312279ba711cfe98bb4ab6,鼻乳头状瘤是否能医好？,3
9a52de4a6ef3372f82d7f9a7bd9c026c,为什么会有畸胎瘤?,3
714871e34df8f255a83760441ec12ace,畸胎瘤加人流做了腹腔镜后，，一直出血怎么回事,1
ada67896a09ca3a90d16fbb8ea882d64,肝血管瘤什么指标偏高,3
950c12d26de2f79369dda8b786023d35,寻找治疗肿瘤的好大夫专家，我的亲人岳父得了后腹假粘液瘤，不知道有没有好大夫能给治疗的建议？,2
40dfefe8ce025cae0e2b72efaccc31a4,血管瘤是什么？_医疗_健康？,3
4171d047bbbfae9a75f6005f260ec6a6,胃癌用什么方法治？,2
e36e27d648b69f755299a5f8df4662e2,如果骨样骨瘤复发了怎么办,2
c6c21d492e1419bca712b0cb83782c26,霍奇金淋巴瘤好治嗎？,3
f37d284cbfaf4e1ae08cf4248efd4c19,骨癌是怎么形成的,3
c6f5fada00342821bb4042f60dc49cdd,前列腺癌中药效果怎样。,2
409bf81d93921822b97a29fa5e6bf9d1,癌和肉瘤的区别？？？,3
3962f727c791589e6c01dacda243dc8d,皮肤癌早期一般是什么症状？如何判断？,3
19f89eaeefcadacb4b851ecb862fe10b,脖子淋巴结肿大能不能剧烈运动,3
d7c50df1bca2ce072fdc760eeb6eb522,软骨瘤是一种怎么样的病？会死吗？,3
da6bd3be0612d90bee4d277bb3ec85fb,我们谈了七年结婚七个月 早已经没有爱情了 要不是他爸爸得了胃癌我不会跟他结婚的 每次吵架都是因为,0
7ed2d5d663f9debc3d8bd9d035972663,会是脑癌吗?,3
9c7ee0d0712e4abcf4640391da0e831a,哺乳期会不会得乳腺癌？,3
b568ef2ad000c8e1705dab2ce489af77,小孩4岁了妈妈得了胃癌卵巢转移会遗传吗,3
34f6c05ad5cc6b4511e75cb74d3fd2b2,关于胃里长了个息肉，息肉和癌肿瘤的区别是什么？的问题,3
bf384d4f1d02105dec28e77eeebae47c,未成熟畸胎瘤1级,2
3e5b8296ab0b4c4e68d08f2dd10b72f3,宝宝五个月了在牙上长了一个像小肉瘤一样的东西怎么回事,1
088088d57cde5a899bb28c499f5a1fa6,您好大夫，我爸得了肺部肿瘤癌症晚期，不怎么咳嗽，是转移性的，他的胆囊口被癌细胞堵住了 导致肝功能衰竭 现在出现眼黄 尿黄症状，请问大夫像我爸这样的情况还能得到更好的治疗吗？ 谢谢 。,2
d5d68e1652734860b6f29bff784db3b0,乳腺大细胞神经内分泌癌是什么样的病,3
60531881e53a5bc4d172e52d67782b6e,肝血瘤和骨结核还有布鲁菌病三病都有的人会怎么样？,1
840b25551b55aecb31c100f299e10e9d,恶性纤维组织细胞瘤都有什么症状,3
c163913357d7ed6a38964ce9f77a1146,右腮腺瘤切除创口大吗,2
5e97a016ceb13b055b8ff98d4d9cd03d,2003年患右肾透明细胞癌现转移为乳头状肾细胞癌乳头状肾细胞癌,2
e2c95006fbf863117c618db888747b61,亲人得了淋巴瘤，推荐的医院有哪些？是否建议找中介去美国医治？,2
e5404509671a950c8ed165fad668c941,血管瘤治疗方法,2
0296169e62a35ae755d191ccb3282615,人体内免疫系统能发现和清除外来入侵的病原微生物，还能识别和清除体内发生突变的肿瘤细胞，衰老细胞，死亡细胞或其他有害的成分，并且通过自身免疫耐受和免疫调节使免疫系统内环境保持稳定。下列属于免疫系统疾病的是_________。,3
e10e11e70fa26b7f69a16505bf997ecb,子宫肉瘤复发腹盆腔占位,2
8e935e8000eef646cbdc2dc90a1529fb,怀孕期间容易得乳腺癌吗,3
166741a3eec165ff6c6ade25a837ae3e,耳部恶性肿瘤都有什么症状,3
4ba2ecd3bee7aff8e42edccb0a5bbb63,骨癌晚期半年，全身疼痛怎么办？,2
15b157113eba12bd15d189d20860f0d7,乳腺癌淋巴转移到甲状腺癌症怎样医治好,2
c794722b936df5ae2af8c6f65689d606,胰腺癌发生会转移的部位有哪些,3
8f266f411469e9bf09f3afd7ee04882a,脑瘤分为哪几种,3
e2c095b324c7a3f54d4cfa865eb21ad8,肺癌转移可以用陀螺刀治疗吗,2
d7e44c37491c6c1014000b8dbd93cec7,请问：关于纵隔血管淋巴管瘤复发和恶化的抑制？上海哪里可以治？,2
1eb1eef713c2a08a1481fce2ba6d4e9a,子宫癌是什么症状？,3
f8d0a3f4a72ab1570a828017ab8e5fc2,脑瘤放化疗后....,2
10380c3ed9b9f00bd4d0a3b44b70d23c,胃癌晚期最长能坚持多长时间？听别人说胃癌晚期只能坚持五个月左右可是我爷爷已经一年了…不知道是不是误,1
a65dd8744c4b67eaaa9c68ea01865570,子宫神经内分泌癌,2
839313575eb16cf3f145190887918b35,卵巢癌能活多久,5
0b5e34516661a377b6955be3c31c3a89,宫颈癌有生命危险吗？,3
03213f0c6f0dbb1e4eebe15bbcd2c0a8,非霍奇金淋巴瘤 非霍奇金B细胞性淋巴瘤 60岁身体虚弱老人，非霍奇金B细胞性淋巴瘤怎么办？,2
c1959e28a1a3d169ebdc857dd5fdb650,中医治疗肺癌晚期方法,2
8d9794bb06bee823e2092f383c106b0b,颈部转移性鳞状恶性胣癌能治疗吗未找到厡发灿,2
cb59c7fb62301c0a10347409500fc628,少年会的肠癌吗？,3
62ccb7628f8782b127d38ed69fc788b2,乳房纤维瘤能吃猪肉么?,2
55c7de9f49a367d0aef359b12f2281ab,宫颈癌的治疗方法,2
9b75b90af37c7b0962f2a57008075ad7,前列腺癌分期有何意义,3
00e69177b569734db6114aeac398ea77,8月女婴，肾上腺神经母细胞肿瘤3期,2
f4f1e4fed162f2a2fe40ec6793d5b27a,晚期恶性肿瘤有救吗？,4
4981ca0e0f5f59584a217b9621a5ae31,上周查出左侧导管内乳头状瘤，一定需要手术吗？谢谢,1
1cd7accf80bed6d4269d950b9ae99b6a,肺鳞癌中期吃什么水果肺鳞癌早期手术成功,2
99d8928116921705d03b4ac8001e315c,神经纤维瘤是不是不会好了？,3
9c38231f88fa1f170e7300526746f77b,肝上有阴影是肝癌吗?,1
4f43ad50d3009dc0b7e7328ea5bdeaa1,乳腺癌有没有药物可以治,2
83706427b535d34012968c6240a04cb2,髓母细胞瘤在哪里治能治好，治好后有无后遗症,3
e2449468bcfa248a0b3b59f5913fd6c4,甲状腺癌的早期症状,3
7d0fff1de963f3f0f855ad6f15937149,治疗纤维肉瘤哪家医院最好,3
6ac99475102bc2174f897b6a17d13358,非霍奇金淋巴瘤二期已化疗了五次还要化疗吗？,2
9fb96dff874ba4a1bb6ed9387b8829ce,恶性胶质瘤最有效的治疗方法是什么，求解！！！,2
912a94a805bb2ccae14bf2d9b26bc618,求国内治疗平滑肌肉瘤最好的医院,3
38a5c6e1d82863e75ffdf0181e66ff23,我父亲今年查出有肝癌，在六到七公分左右，做肝功能检查肝的其他功能是好的，这个大小适合做手术吗，,1
53a6062ddac04ed7952490d765504c71,肺部良性肿瘤的原因是什么,3
5beb6c77ab48e1536d2542522c0f42c1,右肺中叶内侧段局灶炎症会诱发肺癌吗,1
03c7563c7be3d197960879a56b50c08e,得了血癌的人，最多可以活多久？,4
80502112869d8ef2065e5554e2c0a035,营养不良会引起胃癌切除一年的人盆腔积液吗,1
07c60b15ba440e642cacca49ede4b0fb,北京哪个医院治疗神经鞘瘤最好,3
04c9ad5789bdacb134dc99d4d3c17f79,胆囊乳头状腺癌,3
ea93cf8487a8ca254d46cd47a5c91bd3,淋巴瘤可否保守治疗,2
c3f2c32181a8d2292054575c11d69999,恶性早期脑血瘤能治好吗？能活多久？,4
2671d6a76803315faf1a65823383c16b,喉癌严重吗?,3
7d1b255565e7d3309f04ca8ced2ac480,小脑膜瘤怎样治疗？,2
08207fc0c1c5bb4bb9a3a42c6b43f9d2,宝妈们，我做b超出问题了。说胎儿颈部无回声，颈部水囊淋巴管瘤可能。b超医生直接跟我说这个孩子不能要了，我当时直接蒙了。我预约了市妇幼检查，好担心。,1
6969ecd0af3abe83a6bd39bd3701d941,原发性鼻腔淋巴瘤症状和治疗？,2
82844534c2320ebb1bd65ad6f8576c9d,恶性乳房肿瘤有生命危险吗?,3
2a8c76172ae107cb8086b71482fd6bb2,结肠粘液腺癌,2
64a1763d25f1c1d93981f866d54e1563,我妈妈得了乳腺癌，胸部有一块东西，吃了很久药，虽然不见效，但我阿姨出了个药方，吃了一个月多，就恢复健康了，过了几年，就是现在 我妈妈又复发了，又吃那个药，那个肿块又变小了。我阿姨的朋友和阿姨就是吃那个药好的，我妈妈现在吃这个药还会在恢复健康吗？急！！！！！！！！,2
2677396137c60bfc1be46d61d4873b3a,恶性肿瘤切除后，可以吃香菇吗？,2
2b1ad53214c85c01034f1a8ac5fcbd1d,肾癌化疗没胃口怎么办？,2
da0a3fd1e1599a900184230825d613a2,胃癌晚期保守治疗 可以吃护命素吗？,2
7286fcf678e6be8d17f24425d8e8a0db,肺癌有什么症状,3
e1695d5bc7134fdb43182de121118af5,肺癌心包积液生存期有多长,4
b914023f068f32fbaef7fd784eb1fd27,请问子官官颈癌有什么症状,3
26e024b7090624f0442e18aa502e38c9,卵巢癌白细胞低怎么办,1
20404ed34ca9b10b80b12b83b7ea9258,神经纤维瘤能在怀孕期查出来吗？,1
53daf79fcd201daf32db60eca6de0443,腺癌是怎么回事,3
f286a306f6956c16416d47ad8effa9b1,胎儿左胸腋下与左胸间有囊性包块怀疑是淋巴管瘤怎么办,1
6f416bbb8768db8d880eea1e8075e42f,古代中医对肝癌有哪些认识？,3
10b135f167843f732591df8f6a130200,腺淋巴瘤是什么原因引起的?,3
2d9dfd5307e2fa4254e432b41b376c52,鳞状细胞癌是怎麽形成。它的症状是什么样子,3
8fefcd3330747be9b4fcfc86ee0e68be,肝血管瘤是什么病？怎么治疗？,3
f876369d8f1fa3f7370d20b7e7658050,淋巴瘤能不能吃百合？,2
8c99da2dbd5d0cf5d0b736ef1bc19223,血瘤是什么病,3
ea7004934b6e9697c892dd3c4e201122,甲状腺乳头状癌术后怎样检查是否有转移甲状腺乳头状癌,1
965221a2dad63fb2669bc215491c1fe7,脑膜瘤复发后有什么药可以治疗,2
c13af8459fa3f04c89932d5473c60842,恶性淋巴瘤的中成药,2
7609509cfa86149d222ba5168628492e,血管瘤分几种呢这病好治？,3
e2b2ff3724ff7ffc9800db92aa4c4665,鼻咽癌吃什么对病情有帮助？,2
30b2585977f3fd3c688e3609cf9f7f83,膀胱癌用蟾酥锭,5
4230422c101b4da04a7a3a860fd9f095,在腿上的骨瘤通过放疗、化疗能不能治愈,2
d6803a96bddc76e5c35ce24f06ed38fb,我的3岁小孩得了恶性淋巴瘤现在在长沙肿瘤医院接受治疗。请问怎样才能让他度过难关啊请网友们帮下忙告诉,2
2a6696de3af43efe20402e398f297f5f,基底细胞癌怎么治？_基底细胞癌,2
66ffd9767ada361906032147ae69d5be,纵膈肿瘤会让人瘫痪吗？,3
cc877bafbc81eebe08007c99dfd6f2cc,脑癌的费用,5
36ffdce11e2c379eadfda39c8122251f,肝血管肿瘤该怎么办啊？医生们帮帮我吧！,2
5b962a8ac2c9a1b97dfc214f71695420,淋巴瘤医院大全，淋巴瘤医院排名,3
29e441083c76578628c010dfd5899138,如果得了急性髓母细胞瘤能活多久,4
4c6a3f606ff67a4710a8a3d3bb13208a,乳腺癌十年了，能否吃毓婷？,1
8fab543627872ce7ba08862ee2e6f3cb,你好李医师，我是2009年得的淋巴瘤在你那里治疗六个教程后，又在2014年做了PET检查，检查结果,1
a45502a74d2cf1d224469cfe27199961,脑膜瘤手术后几天能下床活动？,2
da9ab1cb076181896dc8f8f3357ab4dc,基地细胞癌切除后如何查是否发生转移,1
297594471dc6395dc1bd7efaba70c03b,检查出：“胃间质瘤，平滑肌瘤型，伴有坏死&#34;的症状，需要手术,1
1965ff3c2b0e5da928f719c0e4fd5234,视网膜母细胞瘤的症状有哪些？,3
132071425b0c8e11483d5ff894332325,关于血癌遗传,3
326b94d38aa81a8a742f47aee6b84e6b,颌下腺癌和甲状腺微小乳头状癌哪个严重,3
4068520278597a29bc696f3b4b852af9,乳头状甲状腺癌乳头状甲状腺癌术后一年,2
c04dc6aef40fef94fe5f4f7f6a22b52d,人乳头瘤病毒分型检测报告:HPV高危其它12型，结果阳性，参考范围阴性。HPV高危16型和18型结,1
94494d0771213322b10491266a42b4bb,我该怎么办【甲状腺乳头状癌】,2
3f05185eb385136c020a91279f308397,什么是耳部恶性肿瘤,3
8cb15743ee4dff67e05dde9609bf8a34,甲状腺癌病人可以做宫颈糜烂手术吗?,1
289f87b227d416c274851e756bbd572a,几年前膝盖得了骨软骨瘤~医生说可能是过量剧烈运动造成 很多小孩也会有，请问一下可以切除吗？在右股骨位,1
b3d8a6ed217101ec1987ca055e43d8c3,鳞癌是什么意思,3
b7a03fb11ef9c69fc4f01f8a05502594,我前五个月做了颅内肿瘤切除术是良性的，放化疗什么也没搞，也没复查过，现在头又疼的厉害，是不是又复发,1
6295fd24a2428bc0039e136f9c11a0fe,前七八个月阴道拉出血后来查出是肾癌！住院两个星期好转……一,2
3f35a189b7e4e054d20a930656ee175c,甲状腺乳头状癌是长在乳头上吗？？？,3
5eb0ba71bb92bc1965efb99356a2d81e,淋巴管瘤复发,2
801ccaf990cfeefcb13c3a45f8ecb9f5,高危人乳头瘤感染要多久才会变成癌？,3
386d28334bc28b2b0e8cc565cab1db9d,左腹部一颗痣，活检结果为色素性基底细胞乳头状瘤,2
d496e693ebffa8fd3ee0f03494032848,请问；淋巴癌会是艾滋病的并发症吗,3
945bb035d5b6604512feb0598c9a6f2f,下咽喉鳞状细胞癌吃什么中药呢,2
8e6bc7e94cafd31fbf84874258681925,女性怀孕七个月的外阴部起肉瘤,1
fe0b1ca4f2cbf1a7f62bcb085ab75877,我家宝宝一出生就有疑似黑色素瘤，医生说是色素斑痣。是否就是同一种说法？,1
