互相,99
交口,5
产生,110
亲口,23
亲手,44
亲眼,20
亲自,99
亲身,48
人人,74
人们,98
人家,9
什么,88
什么,11
什么样,79
什么样,24
什麽,89
仅仅,117
今后,62
今天,86
今年,116
今後,66
介于,112
仍旧,103
仍然,51
从不,76
从严,98
从中,7
从事,123
从今以后,85
从优,53
从古到今,10
从古至今,21
从头,76
从宽,60
从小,72
从新,54
从无到有,51
从早到晚,95
从未,67
从来,50
从此,49
从此以后,92
从而,61
从轻,26
从速,76
从重,44
他人,122
他们,92
他是,94
他的,67
代替,51
以上,57
以下,1
以为,92
以便,71
以免,79
以前,56
以及,40
以后,34
以外,48
以後,13
以故,46
以期,63
以来,49
以至,55
以至于,1
以致,98
任何,100
任凭,77
任务,88
企图,81
伙同,12
会出现,27
会导致,26
会得,62
会长,41
伟大,75
传染,16
传说,81
传闻,52
似乎,18
似的,62
但凡,126
但愿,60
但是,52
体检,34
何,126
何乐而不为,81
何以,120
何况,100
何处,11
何妨,13
何尝,68
何尝,31
何必,114
何必,116
何时,105
何止,48
何苦,52
何须,118
余外,49
作为,20
你们,79
你好,52
你是,82
你的,42
使得,92
使用,80
例如,122
依据,114
依照,75
依靠,35
便于,76
促进,18
保持,120
保管,32
保险,57
俺们,60
倍加,1
倍感,83
倒不如,27
倒不如说,15
倒是,119
倘使,41
倘或,104
倘然,12
倘若,6
借以,122
借光,30
借此,79
假使,30
假如,41
假若,116
偏偏,71
做到,9
做手术,101
做过,12
偶尔,86
偶而,22
傥然,105
儿童肿瘤,52
允许,75
元／吨,60
充其极,75
充其量,69
充分,119
先不先,3
先后,44
先後,83
先生,24
光是,2
全体,64
全切,80
全力,57
全年,95
全然,46
全身心,76
全部,112
全都,74
全面,37
八成,92
公然,90
共同,48
共总,97
关于,83
其一,126
其中,127
其二,126
其他,122
其余,103
其后,20
其它,49
其它肿瘤,102
其实,56
其次,6
具体,119
具体地说,65
具体来说,94
具体说来,18
具有,65
兼之,14
再其次,3
再则,101
再有,113
再次,6
再者,76
再者说,103
再见,32
再说,34
决不,117
决定,100
决非,20
况且,57
准备,96
凑巧,54
凝神,108
几,40
几乎,122
几度,30
几时,71
几时,39
几番,106
几经,29
凡是,82
凭借,68
出于,95
出去,13
出来,36
出现,15
出现,84
分别,92
分头,34
分期,20
分期分批,126
切不可,58
切切,38
切勿,19
切莫,107
切除,99
切面积,10
则甚,96
刚好,32
刚巧,125
刚才,19
判断,6
别人,103
别处,73
别客气,87
别是,57
别的,67
别管,34
别说,98
到了儿,4
到处,111
到头,29
到头来,69
到底,2
到目前为止,61
前列腺癌,97
前后,41
前此,23
前者,119
前进,14
前面,96
加上,54
加之,113
加以,16
加入,126
加强,68
动不动,91
动手术,89
动辄,122
劳驾,6
劳驾了,66
勃然,82
匆匆,43
化疗,70
医治,57
十分,99
千万,109
千万千万,121
单单,21
单纯,127
占位,40
即令,60
即使,45
即便,48
即刻,102
即如,112
即将,124
即或,27
即是说,20
即若,18
却不,32
卵巢癌,50
原来,107
又及,54
及其,75
及时,87
及至,80
双方,14
反之,83
反之亦然,120
反之则,95
反倒,105
反倒,113
反倒是,26
反应,47
反手,30
反映,7
反而,73
反过来,91
反过来说,104
发烧,41
发现,118
发生,17
发病,44
取得,121
取道,38
受到,80
变成,32
变成,125
口咽癌,86
古来,48
另一个,14
另一方面,53
另外,99
另悉,77
另方面,87
另行,76
只当,122
只怕,123
只是,124
只有,121
只消,105
只要,34
只限,111
叫做,71
召开,21
叮咚,21
叮当,42
可以,19
可好,96
可是,40
可能,39
可见,77
各个,11
各人,79
各位,107
各地,43
各式,20
各种,99
各级,53
各自,96
合理,65
同一,35
同房,101
同时,109
同样,54
后来,74
后者,80
后面,48
向使,1
向着,118
吗,23
否则,73
吧,46
吧哒,10
呆呆地,89
呜呼,32
呢,69
周围,18
呵呵,123
呼哧,48
呼啦,126
咱们,105
咳嗽,71
哈哈,18
哎呀,31
哎哟,103
哗啦,35
哦。,23
哪个,123
哪些,125
哪儿,15
哪儿,1
哪天,13
哪年,61
哪怕,10
哪样,125
哪边,82
哪里,44
哪里,34
哼唷,52
唇癌,26
唯有,32
啊,69
啊呀,2
啊哈,43
啊哟,83
啪达,28
啷当,18
喉癌,0
喔唷,6
喷门癌,96
嗡嗡,106
嗯,58
嗯。,47
嘎嘎,128
嘎登,65
嘿嘿,69
囊腺瘤,52
回头见,16
因为,21
因了,29
因此,79
因着,55
因而,35
固然,11
在下,77
在于,96
在？,97
坚决,122
坚持,65
垂体微腺瘤,0
基于,86
基底细胞,1
基底细胞癌,108
基本,109
基本上,31
增生,116
处在,83
处处,68
处理,89
复发,119
复杂,114
多久,57
多么,48
多亏,24
多保重,28
多关照,99
多发,4
多坏,29
多多,103
多多少少,59
多多益善,116
多好,30
多少,83
多少,17
多差,85
多年前,122
多年来,46
多形性腺瘤,24
多数,122
多次,87
多长,114
够瞧的,69
大不了,85
大举,90
大事,67
大体,64
大体上,119
大凡,21
大力,2
大多,75
大多数,115
大大,94
大家,125
大张旗鼓,86
大批,57
大抵,24
大概,79
大略,66
大约,95
大肠癌,50
大致,19
大都,68
大量,25
大面儿上,51
太好了,28
太棒了,14
失去,49
失礼了,13
头颈肿瘤,49
奋勇,93
她们,64
她是,40
她的,8
好不好,34
好在,48
好的,18
好的,86
好象,31
如上,27
如上所述,40
如下,118
如今,86
如何,61
如何,77
如其,0
如前所述,25
如同,126
如常,40
如是,79
如期,20
如果,118
如次,20
如此,127
如此等等,65
如若,73
始而,39
姑且,105
子宫癌,98
存在,25
存心,67
孤立性间皮瘤,13
孰料,3
孰知,71
宁可,88
宁愿,100
宁肯,107
它们,109
它们的,93
它是,12
它的,34
安全,10
完全,74
完成,82
实现,63
实际,69
宣布,29
宫颈癌,59
容易,65
密切,111
对不住,68
对不起,64
对于,102
对应,48
对待,64
对方,48
对比,48
导致,117
将才,96
将要,81
将近,116
少数,80
少枝胶质细胞瘤,105
尔后,53
尔尔,25
尔等,96
尚且,18
尤其,58
尤文肉瘤,127
就地,110
就是,120
就是了,15
就是说,96
就此,51
就算,97
就要,74
尽可能,82
尽如人意,59
尽心尽力,47
尽心竭力,57
尽快,18
尽早,46
尽然,46
尽管,96
尽管如此,83
尽量,128
局外,6
居然,6
居然,31
届时,8
属于,76
屡屡,100
屡次,17
屡次三番,40
岂,74
岂但,22
岂止,119
岂非,17
川流不息,112
左右,125
巨大,32
巩固,40
差一点,106
差不多,27
已矣,74
已经,30
巴巴,57
帮助,67
帮助,95
常常,38
常言说,114
常言说得好,74
常言道,29
平滑肌瘤,74
平滑肌肉瘤,119
平素,50
年复一年,33
并不,17
并不是,113
并且,2
并排,56
并无,19
并没,54
并没有,86
并肩,10
并非,48
广大,84
广泛,17
应当,92
应用,26
应该,107
庶乎,74
庶几,48
康复,31
开刀,27
开外,20
开始,83
开展,99
引发,106
引起,118
引起,73
弹指之间,38
强烈,90
强调,80
归根到底,3
归根结底,32
归齐,24
当下,23
当中,43
当儿,18
当前,89
当即,9
当口儿,31
当地,3
当场,47
当头,100
当庭,102
当时,80
当然,97
当真,118
当着,40
形成,103
形成,64
影响,44
彻夜,10
彻底,125
彼时,82
彼此,36
往往,63
待到,79
很多,78
很好,42
很少,24
很抱歉,48
後来,14
後面,127
得了,79
得出,14
得到,91
得天独厚,28
得起,123
心里,21
必定,117
必将,11
必然,86
必要,17
必须,80
忙么,109
快要,92
忽地,93
忽然,63
怀疑,102
怎,36
怎么,36
怎么,35
怎么办,112
怎么回事,93
怎么样,90
怎么样,73
怎么治疗,118
怎么着,96
怎奈,27
怎样,87
怎样,44
怎的,70
怎麽,11
急匆匆,51
怪不得,96
总之,68
总是,52
总的来看,57
总的来说,1
总的说来,90
总结,63
总而言之,44
恍然,32
恐怕,28
恭喜,38
恰似,42
恰好,1
恰如,4
恰巧,18
恰恰,80
恰恰相反,88
恰逢,73
恶变,112
恶性,103
恶性多形性腺瘤,117
恶性畸胎瘤,97
恶性神经鞘瘤,9
恶性纤维组织细胞瘤,10
恶性肿瘤,22
恶性胶质细胞瘤,82
恶性脑膜瘤,86
恶性间皮瘤,57
患上,77
患有,107
您们,99
您好,11
您好,113
您是,20
您请坐,4
您贵姓,12
惟其,58
惯常,102
意思,81
愤然,100
愿意,0
慢说,85
成为,39
成么,3
成年,70
成年累月,104
成心,53
我们,83
我是,127
我的,3
或则,17
或多或少,75
或是,68
或曰,114
或者,112
或许,89
战斗,108
截然,19
截至,27
所以,75
所在,42
所幸,110
所有,41
所谓,2
才能,14
扑通,65
打从,26
打开天窗说亮话,62
扩大,106
扩散,116
抑或,89
护理,0
抽冷子,125
拜托了,19
拦腰,102
按时,8
按期,117
按照,50
按理,26
按说,108
挨个,76
挨家挨户,58
挨次,63
挨着,11
挨门挨户,124
挨门逐户,76
换句话说,7
换言之,64
据实,44
据悉,25
据我所知,121
据此,17
据称,106
据说,96
掌握,33
接下来,6
接着,61
接著,28
接连不断,87
放疗,1
放量,92
故意,74
故此,92
故而,112
敞开儿,27
敢于,54
敢情,62
整个,18
断然,35
方便,121
方才,116
方能,88
方面,92
旁人,67
无宁,58
无性细胞瘤,26
无法,92
无论,29
既…又,123
既往,19
既是,109
既然,104
日复一日,67
日渐,20
日益,29
日臻,83
日见,73
早上好,112
早期,91
时候,116
昂然,104
明显,43
明确,34
是不是,41
是什么,67
是以,102
是否,3
是的,94
显然,76
显著,99
晚上好,11
晚期,63
普通,10
普遍,11
暗中,24
暗地里,85
暗自,100
更为,115
更加,18
更进一步,4
曾经,92
替代,65
最后,47
最大,43
最好,72
最後,104
最近,50
最高,63
有些,38
有何,95
有关,127
有利,11
有力,59
有劳您,65
有及,5
有所,103
有效,116
有时,17
有点,119
有的,33
有的是,63
有着,90
有著,4
朝着,5
未见,6
末##末,15
本人,60
本地,127
本着,69
本身,92
权时,127
来不及,102
来得及,1
来看,81
来着,21
来自,116
来讲,5
来说,60
极为,31
极了,103
极其,35
极力,126
极大,9
极度,54
极端,114
构成,26
果然,41
果真,128
某个,3
某些,16
某某,73
根据,61
根本,85
格外,112
横纹肌瘤,89
横纹肌肉瘤,111
次第,52
欢迎,53
欢迎您,20
正值,106
正在,118
正如,13
正巧,96
正常,57
正是,126
此中,75
此后,123
此地,8
此处,54
此外,119
此时,47
此次,9
此间,29
毋宁,118
母细胞瘤,31
每个,122
每天,125
每年,3
每当,27
每时每刻,123
每每,22
每逢,127
比及,55
比如,24
比如说,82
比方,80
比照,28
比起,28
比较,56
比较,73
毕竟,69
毫不,49
毫无,37
毫无例外,36
毫无保留地,72
求助,78
沙沙,124
没关系,97
没奈何,18
没有,101
治好,75
治疗,83
治療,33
沿着,68
注意,35
活检,125
浆液性囊腺瘤,44
浸润,35
涎腺肿瘤,78
淋巴,105
淋巴瘤,41
淋巴癌,100
淋巴管瘤,122
淋巴管肉瘤,53
淋巴细胞癌,25
深入,102
清楚,21
溃疡,2
滑膜瘤,95
滑膜肉瘤,16
满足,55
漫说,84
然则,127
然后,125
然後,118
然而,84
照着,70
牙龈癌,48
牢牢,96
特别是,13
特殊,35
特点,7
犹且,58
犹自,14
独自,25
猛然,81
猛然间,77
率尔,11
率然,82
现代,120
现在,98
理应,4
理当,108
理该,16
瑟瑟,14
甚且,23
甚么,71
甚或,28
甚而,58
甚至,77
甚至于,85
生育,19
用来,63
甭客气,27
由于,63
由是,123
由此,43
由此可见,102
甲状腺癌,50
略为,127
略加,72
略微,108
畸胎瘤,75
病理,128
癌症,58
癌瘤,126
癌肉瘤,86
白白,67
白血病,52
的确,10
的话,107
皆可,119
皮肤癌,104
盆腔癌,4
目前,18
直到,116
直接,15
相似,111
相信,124
相反,32
相同,45
相对,2
相对而言,1
相应,126
相当,116
相等,72
省得,15
看上去,115
看出,18
看到,126
看来,67
看样子,85
看看,96
看见,98
看起来,74
真是,77
真正,34
真漂亮,98
眨眼,67
着呢,105
矣乎,69
矣哉,29
知道,65
确定,111
确定,43
碰巧,104
神经母细胞瘤,95
神经癌,79
神经纤维瘤,109
神经纤维肉瘤,53
神经胶质瘤,64
神经鞘瘤,35
积极,58
移动,108
移植,61
移行上皮癌,112
究竟,25
究竟,108
穷年累月,88
突出,116
突然,62
立刻,90
立即,7
立地,20
立时,78
立马,76
竟然,105
竟然,16
竟而,108
第二,109
等到,91
等等,2
策略地,121
简直,124
简直,85
简而言之,63
简言之,60
类如,110
精光,115
精原细胞瘤,71
紧接着,118
累年,114
累次,91
纤维瘤,18
纤维瘤病,5
纤维组织细胞瘤,98
纤维肉瘤,92
纤维腺瘤,36
纯粹,114
纵令,38
纵使,105
纵然,28
纵膈癌,33
练习,79
组成,56
经常,43
经过,45
绒毛膜上皮癌,57
结合,97
结果,96
结直肠癌,60
绝不,59
绝对,9
绝非,123
绝顶,76
继之,9
继后,76
继续,97
继而,2
维持,103
综上所述,124
缓解,71
缕缕,53
罢了,24
美极了,112
老大,87
老是,109
老老实实,28
考虑,68
而且,1
而况,59
而又,32
而后,114
而外,89
而已,101
而是,112
而言,127
而论,44
联系,95
联袂,86
肝癌,128
肠癌,76
肺癌,123
肾上腺皮质癌,3
肾癌,29
肿瘤,1
胃癌,10
胆囊癌,32
背地里,17
背靠背,83
胚胎性癌,21
胰腺癌,8
胶质细胞瘤,104
胸腺癌,112
能否,110
能够,45
能治好,13
脂肪瘤,122
脂肪瘤病,16
脂肪肉瘤,100
脑瘤,67
脑癌,35
脑膜瘤,103
腺泡型横纹肌肉瘤,25
腺瘤,73
腺癌,35
膀胱癌,84
膀胱癌皮肤癌,59
自个儿,24
自从,110
自各儿,97
自后,25
自家,89
自己,116
自打,57
自身,67
至于,33
至今,92
至若,107
舌癌,44
般的,0
良好,65
良性,3
良性肿瘤,41
色素痣,73
节细胞神经瘤,113
若夫,69
若是,23
若果,35
若果,105
若非,35
范围,116
莫不,93
莫不然,115
莫如,39
莫若,108
莫非,37
获得,117
葡萄胎,90
藉以,89
虽则,95
虽然,80
虽说,115
血瘤,112
血癌,35
血管瘤,95
血管瘤病,112
血管肉瘤,20
行不行,86
行为,80
行动,53
表明,26
表现,120
表示,101
要不,42
要不是,35
要不然,47
要么,4
要是,9
要求,30
见外了,26
规定,122
觉得,9
譬喻,64
譬如,37
认为,120
认真,107
认识,47
许多,41
论说,63
设使,67
设或,16
设若,6
诊断,8
诊断为,75
诚如,112
诚然,28
话说,59
该当,84
说明,114
说来,64
说说,103
请光临,91
请再来,100
请勿,69
请原谅,52
请指教,10
请教,21
请留步,127
请稍等,123
请继续,121
请自便,117
请走好,27
请问?,91
诸位,37
诸如,105
谁,102
谁人,29
谁料,86
谁知,88
调理,103
谢谢,58
豁然,56
贲门癌,87
贼死,13
赖以,27
赶快,97
赶早不赶晚,20
起先,63
起初,127
起头,62
起来,56
起见,94
起首,45
趁便,70
趁势,90
趁早,112
趁机,35
趁热,93
趁着,106
越是,124
跪求,117
路经,45
转动,107
转变,18
转移,40
转贴,25
软组织肉瘤,19
软骨瘤,37
软骨肉瘤,89
软骨肉瘤,128
轰然,71
较为,24
较之,35
较比,101
辛苦了,23
达到,16
达旦,35
迅速,128
过于,22
过去,109
过来,94
运用,15
近几年来,51
近年来,79
近来,116
还是,86
还有,83
还要,28
这一来,19
这个,9
这么,119
这么些,57
这么样,54
这么点儿,99
这些,77
这会儿,88
这儿,80
这就是说,10
这时,67
这样,46
这次,31
这点,15
这种,110
这般,121
这边,18
这里,110
这麽,114
进入,112
进去,88
进来,107
进步,12
进而,123
进行,70
连同,107
连声,70
连日,29
连日来,65
连袂,106
连连,82
迟早,92
迫于,87
适应,29
适当,13
适用,104
逐步,98
逐渐,52
通常,93
通过,53
造成,114
造成,9
遇到,26
遭到,45
遵循,18
遵照,82
避免,102
那个,8
那么,116
那么些,46
那么样,9
那些,37
那会儿,30
那儿,38
那时,99
那末,125
那样,72
那般,113
那边,93
那里,0
那麽,104
部分,8
鄙人,110
采取,16
里面,6
重大,112
重新,27
重要,55
鉴于,66
针对,35
长期以来,109
长此下去,53
长线,66
长话短说,45
问题,26
间或,125
间皮瘤,87
防止,33
防止,64
阴道癌,16
附近,47
陈年,9
限制,31
陡然,1
除了,41
除却,74
除去,119
除外,118
除开,105
除此,41
除此之外,17
除此以外,91
除此而外,20
除非,82
随后,95
随时,100
随着,90
随著,19
隔夜,80
隔日,89
难得,77
难怪,13
难怪,118
难说,105
难道,30
难道,41
难道说,16
集中,89
需要,10
霍奇金淋巴瘤,79
非但,40
非常,40
非徒,82
非得,35
非特,54
非独,40
靶向药,93
顶多,36
顷刻,61
顷刻之间,67
顷刻间,24
顺着,46
顿时,31
预防,20
风雨无阻,17
食道癌,93
首先,120
马上,35
骨瘤,101
骨肉瘤,95
髓母细胞瘤,46
高低,74
高兴,7
鳞状细胞癌,74
鳞癌,33
麻烦您,62
黑素瘤,35
黑色素瘤,75
默然,71
默默地,76
鼻咽癌,13
﻿一一,123
﻿肺癌,96
