hash_Id,data,label,len
9efb0a3dfb00fa31c95e3cd18fcc72d5,得了神经纤维瘤怎么才能彻底根治？,10002,96
17240d0b4caab91b6ab98968e97414c1,43女士，左侧锁骨上窝见椭圆形软组织肿块影神经鞘瘤,10002,142
6e8158ac73da05bf64e38f287afa48a7,淋巴瘤患者的日常饮食吃什么,10002,78
00b4a9eb63490a0c3a248b2bacbefd07,淋巴癌夏天怎么提高免疫力？,10002,78
a019c991b62ed66a1b78238a11a2ad65,神经纤维瘤的治疗方法,10002,60
f77d052722252828775f6436ff379b2d,1个月婴儿淋巴管瘤何时手术合适？,10002,92
02fc3f55dbd7ebcd2fa418e4dcbdf9d9,睾丸精原细胞瘤的中医治疗,10002,72
8b437909307cffefbcb61dbe78e028e1,我最近好像感觉自己的涎腺瘤在长，请问 除了做手术还有什么办法,10002,176
4fc71a58dea8c87b5aefa29d6bcbb840,胶质瘤做了9年的伽马刀现在又复发怎么办,10002,110
fef3dd877bec8b36f7cb7ceca4f06e8f,横纹肌肉瘤治疗的好办法,10002,66
65ff71cdc20a8f0c50653b456824f7a8,关于椎管内神经鞘瘤术切除后恢复问题以及复查问题,10002,138
92399d0dcb5240fca5c4bd0b7fc06a8a,脑癌怎么治疗?,10002,38
0bc2fbf4fd9596355d18d39bc583e321,婴儿一个月时发现舌头上是淋巴管瘤 何时手术合适？,10002,140
b741c4009a8cbd788d4739c393b55b4d,中分化鳞状细胞癌，淋巴移位的最佳治疗方法!跪求！！！,10002,152
4866b719af836484929a99c56b9384fc,纵膈肿瘤怎么预防,10002,48
3aea8921c9cc54c6e07f0df255d8ac42,得了乳线癌吃什么好？,10002,60
da7b2deab3ef52d32960ae90c54c03a5,左肾母细胞瘤手术后化疗,10002,66
086c79dc4fba0c763efb9a3d828d323b,子宫内膜癌肉瘤扩散，晚期会出现什么症状，如何应对,10002,144
52c606669e1a23322b148dd0a349de35,颈背部横纹肌肉瘤，颈部淋巴结转移,10002,96
9015c6d9919a8d4429e4db950be295c6,肺癌转移淋巴结小细胞未分化目前精神状态不错刚进行化疗两天请问还有好的药物或是疗法吗？,10002,252
49bce30131b0b737224de40a59ba9a39,甲状腺癌手术完，正常发声。医生告知喉返神经未有损伤，现在说话声音小，嘶哑。感觉说话很空，没地方发力,10002,294
92fe22cc94f73f46df81d52e89073d36,纤维腺瘤不动手术可以治好吗?,10002,80
9f724b4d909176ed9235f1fb52abded6,皮肤癌吃什么药可以缓解,10002,66
557f2880f311129d5aba32cc29bf6e7a,神经性纤维肿瘤怎么治,10002,60
98f651a17205e133cb997ee370425046,“右上臂”隆突性皮肤纤维肉瘤,10002,84
f7ca78b98ad1c321c714139655456014,前年查出卵巢囊肿切除左侧卵巢病理怀疑恶性肿瘤，为预防做了六次化疗，结束到现在一年时间现在能要小孩,10002,288
49f2117e251faeebb9e8a6e644073316,晚期癌症肿瘤病人吃什么止疼药好,10002,90
3f571e9522d232a736a9ebc9dcfcc4a1,右乳纤维瘤病检结果细胞有轻度异形性,10002,102
8452e4d6c3ceb3691d528e55e9183ee6,右大腿软组织肉瘤术后复发,10002,72
9bcf9f37380167517396e62c395c22a1,胃神经内分泌癌低分化,10002,60
349b1d76b9691109478c248e3aa5491d,患者胃癌“网膜”淋巴结见粘液腺癌组织转移，部分呈印戒细胞癌图像,10002,186
f65f5c502b0660866b6e1ad9ab3f1980,右肘部神经纤维肉瘤伴粘液变性,10002,84
70b2a3067c0fb71b897a5b90aa4498ae,神经纤维瘤患者吃中药能治好吗？,10002,90
c829dfe9361e3850c938ab18f54ea429,八岁儿童，腹腔淋巴管瘤术后，复查发现腹腔积液,10002,132
1988cb2b744d2f0f0b9dbaa58e9b094c,骨神经纤维瘤吃什么药,10002,60
c4ea65681e2dc1bae7db2bde0537f7dd,神经母细胞瘤转移到脑骨头,10002,72
0f9c20dac46bdec355ec3cef17e57f9c,畸胎瘤应该吃什么药？,10002,60
8cf814ea42590791b009d7412b00c889,恶性脑瘤的危害！一般治疗需要的条件！！,10002,114
4054bf62ff3c47916896e4940dbd9879,跪求治疗神经母细胞瘤的方案？,10002,84
7584e01390cac6f322bef9475d3ed0b2,纤维瘤手术用的绷带什么时候拆,10002,84
cc6f79a10f7d111738df5f240df7c384,王大夫你好！4岁小孩耳内患横纹肌肉瘤,10002,104
3b2b64f2008f35e0aa581df025384961,15个月婴幼儿右脸下颌患淋巴管肿瘤,10002,94
6e187a71c6471d51a16101b7ed9019ac,贵州恶性卵巢囊肿哪里能治疗,10002,78
3b0650d0692a37db438031466b9a910b,55岁女患者，胸椎椎管神经鞘瘤术后,10002,94
174ed1401a98370db4d9bd052177d105,乳房纤维瘤手术后多久刀口才能不疼？,10002,102
8e92bdf1a4dcfa7ccca10430e82c02fa,枕部滑膜肉瘤手术切除后需要配合放疗和化疗吗？,10002,132
da2f2a5887a630cd628f3603bccebbf6,脑胶质瘤中药外敷疗法,10002,60
7c6d6a2e73c02c93331c52e0ab3827a3,预防肿瘤恶化,10002,36
ef41d95cd89fe9a8bd11b3c0df046867,神经纤维瘤怎么治,10002,48
0e250ecf1d5d353e949f4a84fb10ed49,神经纤维瘤I型的患者该注意什么？,10002,92
e1464b4e5951dc7cc27031d8598e1eda,胰腺癌胰头导管癌淋巴转移能用搞生物细胞免疫治疗吗？,10002,150
bdb05a27ebf5e215868180882e1d78a1,神经纤维瘤有什么危害吗？该如何治疗呢？,10002,114
45a076d96b1d97695095860ea00c5b54,吃什么能防癌症啊.,10002,50
12217aa0f7202e64c5245c3404fb0e3f,神经纤维瘤有好的治疗办法吗？,10002,84
7670ee5ad06de18ad4b6760c3e37868a,神经纤维肉瘤吃什么药,10002,60
faf5d56b1abc71eca59fa20a22eca516,全身咖啡斑，多发性神经纤维瘤病的治疗,10002,108
9dbdeb630dfb4c9f3852eed55fe35591,甲状腺癌转移到肺？,10002,54
71a5da9bc3e60f53787b5ac2a52f3b5b,纤维腺瘤怎样治疗？,10002,54
f39e0251970da2e8fa2fc763ed56722b,右手桡神经鞘瘤术后神经受损，3个月不见好转，怎么办,10002,146
ec3f2d1e27c534bd796fb4c49fd4c022,神经纤维瘤病怎么治,10002,54
0e8258222c392c0cac87e3371f37348a,左漆关节肿物切除半年复发手术六天确诊滑膜肉瘤放疗行吗要截肢吗【滑膜肉瘤】,10002,216
6cfe676920ff02ba4de0dd124b7c0756,我是盆腔淋巴管瘤的患者在07年4月做的手术术后一年就又长了我还得什么时间在做合适,10002,228
955faaf61b6bb2f6f70b1b70de191472,吃哪些水果预防得癌？,10002,60
4ac9d4edf36e01408b89c0d382105968,得了盆腔癌怎样治疗最好？,10002,72
4d5b9dd419c1d1515221e427e3eed239,神經母細胞瘤何時手術,10002,60
56b9a36d83b59467fa71ed943aa3db51,治疗神经纤维瘤最有效的方法是什么？,10002,102
dc30d6e7f27109e8c01f9796f54fe1ba,巢卵囊肿怎么治疗？,10002,54
746c9e1e84d6fc4557b9eacc1bbf0df4,胃印戒细胞癌进展期淋巴结未转移,10002,90
ea5d0851427b0de76e9d3ba346edd608,男55岁、肝恶性肿瘤,10002,52
8ab67a2dd7e5a93872397b0c587141b3,陰道橫紋肌肉瘤有沒有靶向葯可治療,10002,96
85eef8b2bf40bfd42d412bbf1c7003a5,神經纖維肉瘤應與哪些疾病相鑒別開來,10002,102
dfce78d8a3203f2f3bb9774452c939a5,女37岁 怎么预防盆腔炎 预防盆腔癌生活中该怎么做,10002,134
090fa443e94166e0aaef1ec7f9262f34,癌症可以治的对不对？,10002,60
60078814d00404f426b426377e965ccc,膀胱浸润性复发性肉瘤样癌，术后任何治疗,10002,114
0c08d7471c4d4c04ed9f1e280b7f729f,肺癌化疗药物有哪些？,10002,60
9bfebd40aaeee3d4ab340e9ed2d97d73,滑膜肉瘤肺转移,10002,42
320ffa30c201d9e6337f3a201715c36c,纵膈肿瘤在饮食上要注意些什么问题？,10002,102
429e25466dea0c2c10b012f0ff64a9d5,淋巴恶性肿瘤 晚期 扩散,10002,64
5a3942a3d5e6ce629161798fd752add9,恶性纤维组织细胞瘤有什么特效药吗,10002,96
847fc611f7b4fa2bdffe2a468e9d1723,怎么治疗皮肤癌最有效,10002,60
9a49a85522132d585823875eeac109c9,神经纤维瘤患者怎样才能摆脱疾病的困扰？,10002,114
01b445e1f9c0693b9f84b66f3b1bb767,求治疗鳞状型细胞癌的各种方法？,10002,90
b5fef58ddf174d731d662febfbde94c4,无需动手术应怎么治疗石管癌？,10002,84
def705e950511261e0636babadd8450e,神经鞘瘤 腰椎神经鞘瘤 腰椎神经鞘瘤，术后神经受损，如何恢复，如何用药？,10002,208
908dc35cae2b2d6ad0bc57b5537b695b,结肠低分化神经内分泌癌肝转移腹膜远程转移术后治疗方,10002,150
088088d57cde5a899bb28c499f5a1fa6,您好大夫，我爸得了肺部肿瘤癌症晚期，不怎么咳嗽，是转移性的，他的胆囊口被癌细胞堵住了 导致肝功能衰竭 现在出现眼黄 尿黄症状，请问大夫像我爸这样的情况还能得到更好的治疗吗？ 谢谢 。,10002,526
20e79ca8b299c586343b2f0d61de8ee9,癌症病人的护理内容,10002,54
382251a2aa202f98251af5db5b4a7372,小儿横纹肌肉瘤的治疗,10002,60
a580859d1164715424faad3b48892e6f,软骨母细胞瘤术后复发,10002,60
e8f26dd433ca66970ba1d889193e1a18,如何治療「肝母細胞瘤」,10002,66
abff0958c8a782a263bd24d06f667cc8,乳腺纤维瘤多大需要开刀,10002,66
6da8710b11739b78f8f18a598b89a526,睾丸精原细胞瘤伴坏死,10002,60
25cde17cac88115b92d29404d5dc9d5c,恶脑膜瘤能治好吗,10002,48
1413fa78331740ad28cd0af435cebcdc,男48岁 肝癌晚期有哪些症状 脑膜瘤晚期患者忌哪些,10002,134
3f02cef898bf4b2e1f7f0354e45883bc,自体细胞免疫治疗淋巴癌多发性转移有用吗？,10002,120
ec9ff395503cd22e58fa67ccce10ca8e,左心室动脉肿瘤能治疗好么,10002,72
487b63fcbadbed9a90397ebdbb1d46f2,侵袭性婴儿纤维瘤病吃什么药,10002,78
3af5dd60c9491649008790327d97a4d4,得了皮肤癌能治好？,10002,54
523f01fca8079a52e7b7584bf23c7d60,甲状腺癌肺转移，怎么确诊？,10002,78
d15e7803c5b9292bd4826a04904562e5,化疗后4个月手术部位怎么才疼痛,10002,86
5fec7e37637ad594a5d2922832457731,55岁左肩部梭形细胞肉瘤恶性纤维组织细胞瘤,10002,118
8ed2e5109f785409ac74c6562efcfe57,胃低分化神经内分泌癌z怎么治,10002,80
80ee5d292fb59bddf563a5b98c3f1de2,恶性纤维组织细胞瘤10年后转移肺癌,10002,94
b0c5115aa6310b7fac7d7491e284d42c,恶性肿瘤和肌肉瘤能治好吗？,10002,78
b1bda3e22d8296b343429d6aefb21b79,脑胶质瘤手术后复发了，有没有什么治疗药物？,10002,126
b9ccfb37802c42bbbc9423e742968732,恶性纤维组织细胞瘤哪里治的好,10002,84
3c4a417868249fa21017771118c90d27,肌源软组织肉瘤因十年前外伤引起,10002,90
6c61ca5f75e8b69665437cbd3bd2a9bf,宫颈囊肿有治好后怀孕的吗？不知道是恶性还是良性的还没查,10002,162
c10f2ee73844b689b92c9f375f283ddb,淋巴管瘤，看了多院无法治疗，希望得到治疗,10002,120
f36f7bf693b149b0e0adc941e30640b0,乳头状甲状腺癌怎么治？,10002,66
da71ba3977c9ec7b15f4f1fb1ee3fed0,直肠癌肺转移及盆腔转移有什么治疗方案,10002,108
87ede886b897e518365902dae846dcc4,神经纤维瘤如何防治？,10002,60
c40ecadf8c31de7d82ca8ac89adeee56,胶质母细胞瘤免疫治疗后,10002,66
2316216d64fc975d65dfa1413d370f67,什么药物抗癌最好？还有哪里治疗癌症厉害的医院推荐一下!!非常THANK， 注明一下是肺部方面的！！,10002,262
d52e030e04857431714ae2c69278eaea,胰腺尾部后下方生了肿瘤适合做HIFU刀微创治疗吗？,10002,134
db0e669a03e86c1031ef889bf25d4b2e,怎样预防癌症？,10002,42
24dbf2ec61744bfef046b703aaf9e2d8,请问神经母细胞瘤长在肾上腺，腹主动脉上...,10002,120
94fb34f536442bb4fbfe92ab8bff342f,47岁，吃他莫西芬三年余，是否更换其他抗癌药？,10002,130
0771171baa8891c5fef3740802465746,喷门癌 肿瘤切除且癌细胞没有扩散用化疗吗？,10002,122
f4c548910955732027dc545efc6ba6a5,胃底喷门溃疡性因戎细胞癌（肿瘤面积6*5cm）癌组织浸透肌层达周围组织，两端切线未查见癌，小弯侧淋巴结2枚，胃左侧淋巴结1枚，均查见癌转移。医生说要化疗是真的吗，这样听说病人很受罪，我们该咋做（才能帮病人快速恢复,10002,608
7a18d96492f06814dbb6578dc71a6f6b,脑胶质瘤的中医治疗方法,10002,66
86edd68eeeb421c03e20842c4db4be2d,纵膈肿瘤有哪些比较好的治疗方法?,10002,92
4d820b5774aa2acc222c5470391a14e1,胰腺神经内分泌癌用什么化疗方案,10002,90
9c3cb1f366ca9a7afa931c77532b2b2a,癌症细胞侵入淋巴系统怎么办，袁希福能治吗,10002,120
2eab5dff8ba90ef6ac55827c2141d568,淋巴癌化疗 淋巴癌 化疗后白细胞很低吃什么食物对病情好点啊,10002,166
cf285865b0d25425a7687ef114f3f966,浸润型导管癌怎么办？,10002,60
94dec31d7d5100b45175e38da9c1de00,甲状腺癌怎么治疗,10002,48
8c31de547be62357afb540a080174364,请问什么样的淋巴癌病人可以做造血干细胞移植？,10002,132
d212a3d31b188daa2c7a7ec87eccabfe,癌性神经肌病能治好吗,10002,60
af835b9fd302af0d315e28bb1cdf12e8,皮肤癌可以治好吗,10002,48
c9d8c2c865c37aebd7f7c6ea73411cfc,恶性黑色素瘤晚期手术切除治疗好吗？,10002,102
283e9dc381f8ebf7036489a87d63db18,幼年性透明纤维瘤病吃什么药,10002,78
ab3e8fbf352dd4779c96fd59f173d0e8,我弟弟11个月胚胎性横纹肌肉瘤，以手术，看下一步该,10002,142
d9028e0e6f051359adcf8b1f2dc43195,什么菜可以控制癌症,10002,54
0f13b51aced9962fd5693d62c6c19a56,胆囊癌做了手术后吃了中医开的中药有不良反映,10002,126
b852aab8432cb4958fb30f6b478148a2,淋巴瘤复发怎么办？,10002,54
4dff50db071d06d0c1fdbe47366c7c9c,射波刀治疗肿瘤，都有哪些适应症？,10002,96
2f0ce1ffeb4eb334cb8429c9c69a5164,癌症康复期病人服用灰树花D阻分有什么作用,10002,116
7a954ac8cc9070e9cc6785099c8de2c3,卵巢畸胎瘤，该怎么办？,10002,66
d668bfb13cca4df4a3bca6ef5061e5ea,左额大脑前列脑膜瘤怎样医治,10002,78
8d4c31c1d7bdb653b8e371ca01dad300,您好！孕六个月检查宝宝心脏横纹肌瘤，现已引产，双方无遗传病史，孕期无吃药物，饮食各方面都很注意，为什么会出现这样的情况呢？急盼医生答复，谢谢！,10002,426
4abccc6f931ff05e9a78043405c7a241,淋巴管肿瘤当今社会从哪里可以买到中成药,10002,114
492488eb628c1104fcd05f5b7d35d51b,坐骨神经鞘瘤手术二年腿一直涨痛怎么能缓解,10002,120
7e27d8b1cec56d67a40c8760fc8bccbe,阴茎上长了皮肤癌该如何治疗,10002,78
7b143d04be7b83873a63b6827f5d0fe9,胶质瘤这种疾病是怎么形成的？有什么治疗的方法吗？,10002,144
51794d391e278c116d764b1cdea381a9,患了间皮瘤吃不下去饭,10002,60
b8c4293dd8309032c5a5013646a1b2f3,5个月婴儿右脸淋巴管瘤,10002,62
54ccec1a8dc0f083e34cb9f26dc8d42d,甲状腺癌手术后要休息多少时间为好？,10002,102
2b6f73db62f43a573b342a409df2e744,16岁，颅内胶质瘤，三级，手术后复发,10002,100
4af3f7efd2f684ebe19838dff2316cbb,重离子治疗癌症效果如何,10002,66
e191ab92d3d52f70608f16f94b9b39f2,得了颌面部淋巴管瘤怎么治疗,10002,78
69e349054e8a105747df1a29aa363b15,脂肪瘤除手术外是否有其他的治疗方法,10002,102
1b70d0724722ef7473ead5ece851cf85,甲状腺癌晚期，并且已经扩散了，请问还可以治好吗？,10002,144
277b308d1f41ea2196fda0b74616a153,神经纤维瘤有什么治疗方法吗？,10002,84
42d9bc9d6c6233033f883c14aa58599d,胃癌，印戒细胞癌，胃切除手术做完，对切体进行检查，发现肝脏A区淋巴有一枚有癌，大网膜结节发现转移性,10002,290
6eb8f5fe9c50e9869ee92e72e63444f9,四级胶质瘤术后吃什么中药最好,10002,84
3879cde782bfce86090ef31fe131a1af,淋巴瘤和脂肪瘤有什么区别？这两种病应该怎样治疗？饮食要注意什么？,10002,192
995901dc38a6b7bd2f23d1a97f873c55,五岁孩子两年骨折三次不明原因智力有点低经常发热无痛病情复杂，这样的孩子何去何从？又查出软骨瘤，,10002,282
2d30de08f4167323e11c86adaf26ef6b,63岁父亲，脑部弥漫大B细胞淋巴瘤，看如何治疗合适？【弥漫大B细胞淋巴瘤】,10002,206
2572397bf31574646664ed7d3a88b33a,宝宝有血管瘤,10002,36
e5ef6d9129c3b8180c50fdcce150ebcb,纤维干乳头瘤如何治疗？,10002,66
d56111d472c60922b35c981ded781f74,幼儿髓母细胞瘤可以用脐带血造血干细胞治疗吗,10002,126
670ed655d2c3fa72fc8930f99331667e,淋巴瘤怎么能治好啊？谁能告诉我,10002,90
985ef4e785aadc4d26fc364a3bd1af22,哺乳期会发现得乳腺癌吗,10002,66
385300f88b9fbe508238350e607b4d00,我妈妈最近检查为 肉眼所见、米粒大组织3块。病理诊断：子宫颈鳞状上皮癌。我想问一下严重吗，最好的治,10002,286
b5b380209864a994759a9b7f55a308e7,甲状腺癌如何就医治疗？【甲状腺乳头状癌】,10002,120
3fef2691f70a71186d243c22752054b7,混合血管瘤的治疗方法,10002,60
a66b69d712c66f6a9232d7f011e221b7,甲状腺乳头状癌能治愈吗,10002,66
cd8fb9bcf7b136ef47b06e3700fbbb81,子宫癌术后感染,10002,42
5aead2338ad8449fb9a109b03dfcfc06,婴儿先天性舌下口底淋巴管瘤注射平阳霉素能好吗,10002,132
9876226e3dd7a1cf68c844e1342cc2ea,子宫内膜间质肉瘤怎么治疗,10002,72
3d0e195ecda7d06e920180f35de74479,新生儿神经母细胞瘤如何治疗与预后,10002,96
d22dab05848672c989b24d7653f29df4,一岁半小孩患肝母细胞瘤可以治愈吗,10002,96
801c7535d4af96e8f78ceca893067a0b,妈妈有子宫有良性肿瘤，医生说不需要做手术，我觉得做了手术安心点，可是医生就是说没必要，我应该怎么办,10002,294
ced3695ca42a13b5b14af121c1275a38,右卵巢子宫内模样腺癌,10002,60
f2d7872dc25bb31de92d572ed5ed8801,乳房纤维瘤保守治疗方法,10002,66
07fad01818e3afc9e81b789ef60556e6,如何治疗胚胎性横纹肌肉瘤?,10002,74
6379e2e1be6358b17f7f5ef1ec4c01f4,淋巴瘤四期治愈有多大,10002,60
5297be7ea875ffd0aaf7878db1bcb7e2,婴儿血管瘤治疗时间,10002,54
d3978307669a2f69b708993a8cfb99ee,得了胰腺癌黄疸有淤积但是病人不疼用什么药可以控制,10002,144
23c2623b6e8230de113847b321bc486b,岁小孩胸腺瘤大夫该怎么办【胸腺瘤】,10002,102
f79d03874f92f89f3b7233c0aa72e571,小孩子得了淋巴瘤，要怎么治疗呢？,10002,96
cae4a3f54fb50012703afb7e477374bd,一个月前做了甲状腺癌手术，右侧全切，左侧切掉微小包块，术后医生让服优甲乐2片和脉血康胶囊，三个月后,10002,290
7d5d57881f86eb3800cf734b86bf544a,四岁小孩脑瘤术后整晚不睡觉,10002,78
b62e18da9be5128c46646a472c564844,白萝卜的籽能治肺癌吗,10002,60
f1b58c0cd77a41d8f8f7e124e905d389,我父亲55岁，因胆管结石住院手术后又查出有胆癌。其胆囊已明显增肥，胆囊壁增厚，还伴有黄疸。问问知道...,10002,292
fff3857791b95c3ed7674a9a69357ab5,淋巴瘤早期该如何治疗?,10002,62
2b206561a14d47a593230167d141be48,我是甲状腺肿瘤己经手术了.医生把瘤孑化验说是恶性乳头壮癌.我去中山人民医院俩个科室看了.他说都说的...,10002,288
e584ef6259caf1bf59902bb968685edc,早期子宫癌肉瘤怎么治疗,10002,66
e601eb8f7549c8385005abb0ea4782e6,有什么药物医治淋巴瘤?最好有药介绍,10002,98
07bce698ec18464c4e8b895a1924fbb2,最近 几个月经常胃痛去医院检查确诊为胰腺癌医生说已经是晚期,10002,170
3285d842c1b2b6e2bbd817bee720b4f1,乳头状肾细胞癌中期可不可以不打干挠素和白介素,10002,132
0a5b1a07b2e04d8067f516918294626b,子宫里面的细胞是恶性肿瘤是能用什么治？,10002,114
5db6ed01404a11aafaab941de379258c,七个月前小便带血、经查膀胱癌、长在膀胱口、开刀切除了。现在又在原来的位置长上了，请问现在怎么办？,10002,288
f3aa2804705c2e11d5ca141f9936bcaa,乳头状甲状腺癌淋巴转移手后两年内发现两次颈淋巴转移为什么 2012年体检发现乳头状甲癌，11月份,10002,260
04778e773fa719d85b2d90f7ebb9c12a,得了膀胱乳头状瘤可以医好吗,10002,78
7d8c01f7d4c100bd68f434f7509334bf,你好，小孩得了晚期肾母细胞瘤有中药可没治疗吗？,10002,138
08981711a54d359ef3c66209ef9e239c,妈妈卵巢癌3c期，以实行卵巢癌歼灭术，切除附件淋巴大网膜子宫，为低度分化原发性双侧卵巢癌，淋巴大网,10002,286
e346326a1f4236ee234f5829d516fd44,卵巢交界性粘液性乳头状囊腺瘤复发了能做腹腔镜吗？,10002,144
dd77c911d90640f6840ef2f0bed06042,怎样治疗淋巴瘤？,10002,48
3f26eac2c7ca995ce5a9a4bee2029cf9,母亲是淋巴癌晚期，连美罗华都用了，效果不大。医生表示没有回天之力了。该如何安慰她老人家？,10002,264
1395c3c6e23e68aab0e1d312a1c5fbc3,我妈被诊断为子宫间质平滑肌源性肿瘤，肿瘤基质显著粘液变性，考虑有低度恶性功勒氏腺肉瘤改变，如何治疗,10002,294
a76d850451e6be593086b6d59d8d7c11,小儿腹膜后横纹肌肉瘤,10002,60
fc9d633bdf266eaa307523a2606d0687,结肠癌手术后遗症怎么办？,10002,72
